Date,Region,VideoID,Title,Player location,Detail,Views
2011-04-01,HU,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,4
2011-04-01,IL,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,3
2011-04-01,IL,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,2
2011-04-01,MA,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,1
2011-04-01,CZ,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,1
2011-04-01,UA,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,2
2011-04-01,FI,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,2
2011-04-01,BE,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,3
2011-04-01,ES,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,6
2011-04-01,CO,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,3
2011-04-01,CO,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,3
2011-04-01,JP,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",MOBILE,,1
2011-04-01,JP,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,8
2011-04-01,GR,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,1
2011-04-01,AT,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,4
2011-04-01,AT,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,2
2011-04-01,AU,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,10
2011-04-01,SK,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,1
2011-04-01,SK,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,3
2011-04-01,CH,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,2
2011-04-01,CH,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,1
2011-04-01,DE,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,5
2011-04-01,DE,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,17
2011-04-01,US,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",MOBILE,,2
2011-04-01,US,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,10
2011-04-01,US,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,74
2011-04-01,IN,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,2
2011-04-01,IN,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,1
2011-04-01,DO,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,1
2011-04-01,MY,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,2
2011-04-01,TW,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,2
2011-04-01,KR,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,5
2011-04-01,SG,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,1
2011-04-01,FR,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,2
2011-04-01,FR,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,9
2011-04-01,BR,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,1
2011-04-01,BR,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,6
2011-04-01,NZ,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,2
2011-04-01,RU,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,1
2011-04-01,RU,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,2
2011-04-01,AR,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,1
2011-04-01,CA,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",MOBILE,,2
2011-04-01,CA,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,1
2011-04-01,CA,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,8
2011-04-01,TR,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,3
2011-04-01,EG,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,1
2011-04-01,MX,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,2
2011-04-01,LT,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,1
2011-04-01,LT,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",EMBEDDED,,2
2011-04-01,NL,xv9yFkEP6qI,"""All Nighter"" - feat. Kinect & Maya motion capture",WATCH,,1
